hosting_id,commodity_raw,commodity_normalized
916983723755256572,Smoke alarm,Smoke alarm
916983723755256572,Essentials,Essentials
916983723755256572,Coffee,Coffee maker
916983723755256572,Long term stays allowed,Long term stays
916983723755256572,Refrigerator,Refrigerator
916983723755256572,Fire extinguisher,Fire extinguisher
916983723755256572,Wifi,WiFi
916983723755256572,Free washer – In building,Washer
916983723755256572,Iron,Iron
916983723755256572,First aid kit,First aid kit
916983723755256572,Microwave,Microwave
916983723755256572,Free street parking,Parking
916983723755256572,Kitchen,Kitchen
917510613914219375,Window AC unit,Air conditioning
917510613914219375,Exterior security cameras on property,Lock
917510613914219375,Host greets you,Host greets you
917510613914219375,Carbon monoxide alarm,Carbon monoxide alarm
917510613914219375,Gas stove,Oven
917510613914219375,Hangers,Hangers
917510613914219375,Hot water kettle,Other
917510613914219375,Indoor fireplace: gas,Heating
917510613914219375,Barbecue utensils,BBQ grill
917510613914219375,Shared backyard – Fully fenced,Garden
917510613914219375,Smoke alarm,Smoke alarm
917510613914219375,Essentials,Essentials
917510613914219375,Shared patio or balcony,Patio
917510613914219375,"Coffee maker: drip coffee maker, french press, pour-over coffee",Coffee maker
917510613914219375,Books and reading material,Books
917510613914219375,Long term stays allowed,Long term stays
917510613914219375,IHome Bluetooth sound system,Sound system
917510613914219375,Refrigerator,Refrigerator
917510613914219375,Fire extinguisher,Fire extinguisher
917510613914219375,Wifi,WiFi
917510613914219375,Board games,Board games
917510613914219375,Free washer – In building,Washer
917510613914219375,Free dryer – In building,Dryer
917510613914219375,Iron,Iron
917510613914219375,First aid kit,First aid kit
917510613914219375,"HDTV with Hulu, Netflix, Roku",TV
917510613914219375,Microwave,Microwave
917510613914219375,Free street parking,Parking
917510613914219375,Kitchen,Kitchen
919055506310955442,Smoke alarm,Smoke alarm
919055506310955442,Wifi,WiFi
919055506310955442,Washer,Washer
919055506310955442,TV,TV
919055506310955442,Free parking on premises,Parking
919055506310955442,Kitchen,Kitchen
921076441920995839,Carbon monoxide alarm,Carbon monoxide alarm
921076441920995839,Dedicated workspace,Workspace
921076441920995839,Hangers,Hangers
921076441920995839,Electric stove,Oven
921076441920995839,Toaster,Other
921076441920995839,Smoke alarm,Smoke alarm
921076441920995839,Essentials,Essentials
921076441920995839,Coffee maker: Keurig coffee machine,Coffee maker
921076441920995839,Self check-in,Self check-in
921076441920995839,Long term stays allowed,Long term stays
921076441920995839,Refrigerator,Refrigerator
921076441920995839,Fire extinguisher,Fire extinguisher
921076441920995839,Wifi,WiFi
921076441920995839,Air conditioning,Air conditioning
921076441920995839,TV,TV
921076441920995839,Keypad,Lock
921076441920995839,Iron,Iron
921076441920995839,Heating,Heating
921076441920995839,First aid kit,First aid kit
921076441920995839,Free street parking,Parking
921076441920995839,Microwave,Microwave
921076441920995839,Pets allowed,Pets allowed
921076441920995839,Kitchen,Kitchen
928948908785846870,Window AC unit,Air conditioning
928948908785846870,Exterior security cameras on property,Lock
928948908785846870,Carbon monoxide alarm,Carbon monoxide alarm
928948908785846870,Dedicated workspace,Workspace
928948908785846870,Gas stove,Oven
928948908785846870,Hangers,Hangers
928948908785846870,Room-darkening shades,Other
928948908785846870,42 inch HDTV,TV
928948908785846870,Smoke alarm,Smoke alarm
928948908785846870,Essentials,Essentials
928948908785846870,Coffee maker: Keurig coffee machine,Coffee maker
928948908785846870,Self check-in,Self check-in
928948908785846870,Books and reading material,Books
928948908785846870,Long term stays allowed,Long term stays
928948908785846870,Refrigerator,Refrigerator
928948908785846870,Fire extinguisher,Fire extinguisher
928948908785846870,Wifi,WiFi
928948908785846870,Shared backyard – Not fully fenced,Garden
928948908785846870,Iron,Iron
928948908785846870,Radiant heating,Heating
928948908785846870,Dishwasher,Washer
928948908785846870,Private patio or balcony,Patio
928948908785846870,First aid kit,First aid kit
928948908785846870,Free street parking,Parking
928948908785846870,Microwave,Microwave
928948908785846870,Hair dryer,Dryer
928948908785846870,Pets allowed,Pets allowed
928948908785846870,Kitchen,Kitchen
932618854176539492,Carbon monoxide alarm,Carbon monoxide alarm
932618854176539492,Hangers,Hangers
932618854176539492,Single level home,Other
932618854176539492,Central heating,Heating
932618854176539492,Smoke alarm,Smoke alarm
932618854176539492,Essentials,Essentials
932618854176539492,Coffee maker: Keurig coffee machine,Coffee maker
932618854176539492,Self check-in,Self check-in
932618854176539492,Stove,Oven
932618854176539492,Books and reading material,Books
932618854176539492,Long term stays allowed,Long term stays
932618854176539492,Free residential garage on premises,Parking
932618854176539492,Refrigerator,Refrigerator
932618854176539492,Fire extinguisher,Fire extinguisher
932618854176539492,Wifi,WiFi
932618854176539492,Air conditioning,Air conditioning
932618854176539492,TV,TV
932618854176539492,Keypad,Lock
932618854176539492,Iron,Iron
932618854176539492,Dishwasher,Washer
932618854176539492,First aid kit,First aid kit
932618854176539492,Microwave,Microwave
932618854176539492,Hair dryer,Dryer
932618854176539492,Kitchen,Kitchen
932642358896439621,Smart lock,Lock
932642358896439621,Carbon monoxide alarm,Carbon monoxide alarm
932642358896439621,Hangers,Hangers
932642358896439621,Bed linens,Other
932642358896439621,Smoke alarm,Smoke alarm
932642358896439621,Essentials,Essentials
932642358896439621,Coffee maker: Keurig coffee machine,Coffee maker
932642358896439621,Self check-in,Self check-in
932642358896439621,Stove,Oven
932642358896439621,Long term stays allowed,Long term stays
932642358896439621,Free residential garage on premises,Parking
932642358896439621,Refrigerator,Refrigerator
932642358896439621,Fire extinguisher,Fire extinguisher
932642358896439621,Wifi,WiFi
932642358896439621,Air conditioning,Air conditioning
932642358896439621,TV,TV
932642358896439621,Iron,Iron
932642358896439621,Heating,Heating
932642358896439621,Dishwasher,Washer
932642358896439621,First aid kit,First aid kit
932642358896439621,Microwave,Microwave
932642358896439621,Hair dryer,Dryer
932642358896439621,Kitchen,Kitchen
934035097653060273,Smart lock,Lock
934035097653060273,Dedicated workspace,Workspace
934035097653060273,Hot water kettle,Other
934035097653060273,Smoke alarm,Smoke alarm
934035097653060273,Shared patio or balcony,Patio
934035097653060273,Coffee maker: Keurig coffee machine,Coffee maker
934035097653060273,Shampoo,Essentials
934035097653060273,Self check-in,Self check-in
934035097653060273,Stove,Oven
934035097653060273,Long term stays allowed,Long term stays
934035097653060273,Refrigerator,Refrigerator
934035097653060273,Fire extinguisher,Fire extinguisher
934035097653060273,Wifi,WiFi
934035097653060273,Air conditioning,Air conditioning
934035097653060273,TV,TV
934035097653060273,Iron,Iron
934035097653060273,Free parking on premises,Parking
934035097653060273,Heating,Heating
934035097653060273,Dishwasher,Washer
934035097653060273,Microwave,Microwave
934035097653060273,Pets allowed,Pets allowed
934035097653060273,Hair dryer,Dryer
934035097653060273,Kitchen,Kitchen
937837897631191844,Smoke alarm,Smoke alarm
937837897631191844,Wifi,WiFi
937837897631191844,BBQ grill,BBQ grill
937837897631191844,Kitchen,Kitchen
937837897631191844,Shampoo,Essentials
937837897631191844,Air conditioning,Air conditioning
937837897631191844,Dedicated workspace,Workspace
937837897631191844,Self check-in,Self check-in
937837897631191844,Keypad,Lock
937837897631191844,Hangers,Hangers
937837897631191844,First aid kit,First aid kit
937837897631191844,Indoor fireplace,Heating
937837897631191844,TV,TV
937837897631191844,Conditioner,Other
937837897631191844,Hair dryer,Dryer
937837897631191844,Free parking on premises,Parking
937837897631191844,Fire extinguisher,Fire extinguisher
937838302933205871,Dedicated workspace,Workspace
937838302933205871,Hangers,Hangers
937838302933205871,Smoke alarm,Smoke alarm
937838302933205871,Outdoor dining area,Other
937838302933205871,Shampoo,Essentials
937838302933205871,Self check-in,Self check-in
937838302933205871,Long term stays allowed,Long term stays
937838302933205871,Fire extinguisher,Fire extinguisher
937838302933205871,Wifi,WiFi
937838302933205871,Air conditioning,Air conditioning
937838302933205871,TV,TV
937838302933205871,Keypad,Lock
937838302933205871,Free parking on premises,Parking
937838302933205871,First aid kit,First aid kit
937838302933205871,Hair dryer,Dryer
937838302933205871,Indoor fireplace,Heating
937838302933205871,BBQ grill,BBQ grill
937838302933205871,Kitchen,Kitchen
937917144482762419,Dedicated workspace,Workspace
937917144482762419,Hangers,Hangers
937917144482762419,Smoke alarm,Smoke alarm
937917144482762419,Outdoor dining area,Other
937917144482762419,Shared patio or balcony,Patio
937917144482762419,Shampoo,Essentials
937917144482762419,Self check-in,Self check-in
937917144482762419,Long term stays allowed,Long term stays
937917144482762419,Elevator,Elevator
937917144482762419,Fire extinguisher,Fire extinguisher
937917144482762419,Wifi,WiFi
937917144482762419,Air conditioning,Air conditioning
937917144482762419,TV,TV
937917144482762419,Keypad,Lock
937917144482762419,Free parking on premises,Parking
937917144482762419,First aid kit,First aid kit
937917144482762419,Hair dryer,Dryer
937917144482762419,Indoor fireplace,Heating
937917144482762419,BBQ grill,BBQ grill
937917144482762419,Kitchen,Kitchen
937927979762952955,Dedicated workspace,Workspace
937927979762952955,Hangers,Hangers
937927979762952955,Smoke alarm,Smoke alarm
937927979762952955,Shampoo,Essentials
937927979762952955,Self check-in,Self check-in
937927979762952955,EV charger - level 1,Other
937927979762952955,Long term stays allowed,Long term stays
937927979762952955,Elevator,Elevator
937927979762952955,Fire extinguisher,Fire extinguisher
937927979762952955,Wifi,WiFi
937927979762952955,Air conditioning,Air conditioning
937927979762952955,TV,TV
937927979762952955,Keypad,Lock
937927979762952955,Free parking on premises,Parking
937927979762952955,First aid kit,First aid kit
937927979762952955,Hair dryer,Dryer
937927979762952955,Pets allowed,Pets allowed
937927979762952955,Indoor fireplace,Heating
937927979762952955,BBQ grill,BBQ grill
937927979762952955,Kitchen,Kitchen
937935210290408974,Dedicated workspace,Workspace
937935210290408974,Hangers,Hangers
937935210290408974,Smoke alarm,Smoke alarm
937935210290408974,Shared patio or balcony,Patio
937935210290408974,Shampoo,Essentials
937935210290408974,EV charger - level 1,Other
937935210290408974,Long term stays allowed,Long term stays
937935210290408974,Elevator,Elevator
937935210290408974,Fire extinguisher,Fire extinguisher
937935210290408974,Wifi,WiFi
937935210290408974,Air conditioning,Air conditioning
937935210290408974,TV,TV
937935210290408974,Free parking on premises,Parking
937935210290408974,First aid kit,First aid kit
937935210290408974,Hair dryer,Dryer
937935210290408974,Pets allowed,Pets allowed
937935210290408974,Indoor fireplace,Heating
937935210290408974,BBQ grill,BBQ grill
937935210290408974,Kitchen,Kitchen
937943638262956751,Dedicated workspace,Workspace
937943638262956751,Hangers,Hangers
937943638262956751,Smoke alarm,Smoke alarm
937943638262956751,Outdoor dining area,Other
937943638262956751,Shared patio or balcony,Patio
937943638262956751,Shampoo,Essentials
937943638262956751,Self check-in,Self check-in
937943638262956751,Long term stays allowed,Long term stays
937943638262956751,Fire extinguisher,Fire extinguisher
937943638262956751,Elevator,Elevator
937943638262956751,Wifi,WiFi
937943638262956751,Air conditioning,Air conditioning
937943638262956751,TV,TV
937943638262956751,Keypad,Lock
937943638262956751,Free parking on premises,Parking
937943638262956751,First aid kit,First aid kit
937943638262956751,Hair dryer,Dryer
937943638262956751,Indoor fireplace,Heating
937943638262956751,BBQ grill,BBQ grill
937943638262956751,Kitchen,Kitchen
937959604296602771,Smoke alarm,Smoke alarm
937959604296602771,Wifi,WiFi
937959604296602771,Outdoor dining area,Other
937959604296602771,Kitchen,Kitchen
937959604296602771,Air conditioning,Air conditioning
937959604296602771,Dedicated workspace,Workspace
937959604296602771,Self check-in,Self check-in
937959604296602771,First aid kit,First aid kit
937959604296602771,Indoor fireplace,Heating
937959604296602771,TV,TV
937959604296602771,Keypad,Lock
937959604296602771,BBQ grill,BBQ grill
937959604296602771,Free parking on premises,Parking
937959604296602771,Fire extinguisher,Fire extinguisher
937966967490420635,Dedicated workspace,Workspace
937966967490420635,Smoke alarm,Smoke alarm
937966967490420635,Outdoor dining area,Other
937966967490420635,Shared patio or balcony,Patio
937966967490420635,Shampoo,Essentials
937966967490420635,Long term stays allowed,Long term stays
937966967490420635,Elevator,Elevator
937966967490420635,Fire extinguisher,Fire extinguisher
937966967490420635,Wifi,WiFi
937966967490420635,Air conditioning,Air conditioning
937966967490420635,TV,TV
937966967490420635,Free parking on premises,Parking
937966967490420635,First aid kit,First aid kit
937966967490420635,Hair dryer,Dryer
937966967490420635,Indoor fireplace,Heating
937966967490420635,BBQ grill,BBQ grill
937966967490420635,Kitchen,Kitchen
938260134617291567,Dedicated workspace,Workspace
938260134617291567,Hangers,Hangers
938260134617291567,Smoke alarm,Smoke alarm
938260134617291567,Outdoor dining area,Other
938260134617291567,Shampoo,Essentials
938260134617291567,Self check-in,Self check-in
938260134617291567,Long term stays allowed,Long term stays
938260134617291567,Elevator,Elevator
938260134617291567,Fire extinguisher,Fire extinguisher
938260134617291567,Wifi,WiFi
938260134617291567,Air conditioning,Air conditioning
938260134617291567,TV,TV
938260134617291567,Keypad,Lock
938260134617291567,Free parking on premises,Parking
938260134617291567,First aid kit,First aid kit
938260134617291567,Indoor fireplace,Heating
938260134617291567,Hair dryer,Dryer
938260134617291567,Kitchen,Kitchen
938266199766701429,Dedicated workspace,Workspace
938266199766701429,Hangers,Hangers
938266199766701429,Smoke alarm,Smoke alarm
938266199766701429,Outdoor dining area,Other
938266199766701429,Shared patio or balcony,Patio
938266199766701429,Shampoo,Essentials
938266199766701429,Self check-in,Self check-in
938266199766701429,Long term stays allowed,Long term stays
938266199766701429,Fire extinguisher,Fire extinguisher
938266199766701429,Elevator,Elevator
938266199766701429,Wifi,WiFi
938266199766701429,Air conditioning,Air conditioning
938266199766701429,TV,TV
938266199766701429,Keypad,Lock
938266199766701429,Free parking on premises,Parking
938266199766701429,First aid kit,First aid kit
938266199766701429,Hair dryer,Dryer
938266199766701429,Indoor fireplace,Heating
938266199766701429,BBQ grill,BBQ grill
938266199766701429,Kitchen,Kitchen
938271786418327576,Dedicated workspace,Workspace
938271786418327576,Hangers,Hangers
938271786418327576,Smoke alarm,Smoke alarm
938271786418327576,Outdoor dining area,Other
938271786418327576,Shampoo,Essentials
938271786418327576,Self check-in,Self check-in
938271786418327576,Long term stays allowed,Long term stays
938271786418327576,Fire extinguisher,Fire extinguisher
938271786418327576,Elevator,Elevator
938271786418327576,Wifi,WiFi
938271786418327576,Air conditioning,Air conditioning
938271786418327576,Mini fridge,Refrigerator
938271786418327576,TV,TV
938271786418327576,Keypad,Lock
938271786418327576,Free parking on premises,Parking
938271786418327576,Private patio or balcony,Patio
938271786418327576,First aid kit,First aid kit
938271786418327576,Microwave,Microwave
938271786418327576,Hair dryer,Dryer
938271786418327576,Indoor fireplace,Heating
938271786418327576,BBQ grill,BBQ grill
938271786418327576,Kitchen,Kitchen
938280419686165005,Dedicated workspace,Workspace
938280419686165005,Hangers,Hangers
938280419686165005,Hot water kettle,Other
938280419686165005,Central heating,Heating
938280419686165005,Smoke alarm,Smoke alarm
938280419686165005,Essentials,Essentials
938280419686165005,Shared patio or balcony,Patio
938280419686165005,Self check-in,Self check-in
938280419686165005,Stove,Oven
938280419686165005,Coffee,Coffee maker
938280419686165005,Private backyard – Not fully fenced,Garden
938280419686165005,Long term stays allowed,Long term stays
938280419686165005,Refrigerator,Refrigerator
938280419686165005,Fire extinguisher,Fire extinguisher
938280419686165005,Wifi,WiFi
938280419686165005,Air conditioning,Air conditioning
938280419686165005,TV,TV
938280419686165005,Keypad,Lock
938280419686165005,Free parking on premises,Parking
938280419686165005,Dishwasher,Washer
938280419686165005,First aid kit,First aid kit
938280419686165005,Microwave,Microwave
938280419686165005,Hair dryer,Dryer
938280419686165005,Kitchen,Kitchen
938421117122010799,Exterior security cameras on property,Lock
938421117122010799,Carbon monoxide alarm,Carbon monoxide alarm
938421117122010799,Dedicated workspace,Workspace
938421117122010799,Hangers,Hangers
938421117122010799,Hot water kettle,Other
938421117122010799,Backyard,Garden
938421117122010799,Central heating,Heating
938421117122010799,Non specific  shampoo,Essentials
938421117122010799,Smoke alarm,Smoke alarm
938421117122010799,BBQ grill,BBQ grill
938421117122010799,Self check-in,Self check-in
938421117122010799,Coffee,Coffee maker
938421117122010799,Long term stays allowed,Long term stays
938421117122010799,Refrigerator,Refrigerator
938421117122010799,Fire extinguisher,Fire extinguisher
938421117122010799,Wifi,WiFi
938421117122010799,Air conditioning,Air conditioning
938421117122010799,Board games,Board games
938421117122010799,TV,TV
938421117122010799,Kitchenette,Kitchen
938421117122010799,First aid kit,First aid kit
938421117122010799,Free street parking,Parking
938421117122010799,Microwave,Microwave
938421117122010799,Pets allowed,Pets allowed
938421117122010799,Children’s books and toys,Books
938431811499141903,Window AC unit,Air conditioning
938431811499141903,Exterior security cameras on property,Lock
938431811499141903,Carbon monoxide alarm,Carbon monoxide alarm
938431811499141903,Dedicated workspace,Workspace
938431811499141903,Hot water kettle,Other
938431811499141903,Backyard,Garden
938431811499141903,Central heating,Heating
938431811499141903,Smoke alarm,Smoke alarm
938431811499141903,Essentials,Essentials
938431811499141903,BBQ grill,BBQ grill
938431811499141903,Self check-in,Self check-in
938431811499141903,Long term stays allowed,Long term stays
938431811499141903,Refrigerator,Refrigerator
938431811499141903,Fire extinguisher,Fire extinguisher
938431811499141903,Wifi,WiFi
938431811499141903,TV,TV
938431811499141903,Kitchenette,Kitchen
938431811499141903,Iron,Iron
938431811499141903,First aid kit,First aid kit
938431811499141903,Free street parking,Parking
938431811499141903,Hair dryer,Dryer
938431811499141903,Pets allowed,Pets allowed
938431811499141903,Children’s books and toys,Books
942750363293463100,Smart lock,Lock
942750363293463100,Carbon monoxide alarm,Carbon monoxide alarm
942750363293463100,Dedicated workspace,Workspace
942750363293463100,Hangers,Hangers
942750363293463100,Hot water kettle,Other
942750363293463100,Central heating,Heating
942750363293463100,Smoke alarm,Smoke alarm
942750363293463100,Essentials,Essentials
942750363293463100,BBQ grill,BBQ grill
942750363293463100,Self check-in,Self check-in
942750363293463100,Books and reading material,Books
942750363293463100,Fire extinguisher,Fire extinguisher
942750363293463100,Wifi,WiFi
942750363293463100,Air conditioning,Air conditioning
942750363293463100,TV,TV
942750363293463100,Kitchenette,Kitchen
942750363293463100,Iron,Iron
942750363293463100,First aid kit,First aid kit
942750363293463100,Microwave,Microwave
942750363293463100,Pets allowed,Pets allowed
950211425725610511,Carbon monoxide alarm,Carbon monoxide alarm
950211425725610511,Dedicated workspace,Workspace
950211425725610511,Hangers,Hangers
950211425725610511,Hot water kettle,Other
950211425725610511,Central heating,Heating
950211425725610511,Electric stove,Oven
950211425725610511,Lockbox,Lock
950211425725610511,Smoke alarm,Smoke alarm
950211425725610511,Essentials,Essentials
950211425725610511,Self check-in,Self check-in
950211425725610511,Coffee,Coffee maker
950211425725610511,Books and reading material,Books
950211425725610511,Courtyard view,Garden
950211425725610511,Refrigerator,Refrigerator
950211425725610511,Fire extinguisher,Fire extinguisher
950211425725610511,Wifi,WiFi
950211425725610511,Air conditioning,Air conditioning
950211425725610511,TV,TV
950211425725610511,Free dryer – In building,Dryer
950211425725610511,Iron,Iron
950211425725610511,Dishwasher,Washer
950211425725610511,First aid kit,First aid kit
950211425725610511,Free street parking,Parking
950211425725610511,Microwave,Microwave
950211425725610511,Kitchen,Kitchen
950613505102507073,Smoke alarm,Smoke alarm
950613505102507073,Wifi,WiFi
950613505102507073,Outdoor dining area,Other
950613505102507073,Exterior security cameras on property,Lock
950613505102507073,Air conditioning,Air conditioning
950613505102507073,Carbon monoxide alarm,Carbon monoxide alarm
950613505102507073,Dedicated workspace,Workspace
950613505102507073,Kitchen,Kitchen
950613505102507073,Washer,Washer
950613505102507073,TV,TV
950613505102507073,Free parking on premises,Parking
950613505102507073,Fire extinguisher,Fire extinguisher
958199983873241221,Window AC unit,Air conditioning
958199983873241221,Exterior security cameras on property,Lock
958199983873241221,Carbon monoxide alarm,Carbon monoxide alarm
958199983873241221,Dedicated workspace,Workspace
958199983873241221,Hangers,Hangers
958199983873241221,Central heating,Heating
958199983873241221,Kayak,Other
958199983873241221,Barbecue utensils,BBQ grill
958199983873241221,Sound system,Sound system
958199983873241221,Electric stove,Oven
958199983873241221,Smoke alarm,Smoke alarm
958199983873241221,Essentials,Essentials
958199983873241221,Coffee maker: Keurig coffee machine,Coffee maker
958199983873241221,Self check-in,Self check-in
958199983873241221,Books and reading material,Books
958199983873241221,Private backyard – Not fully fenced,Garden
958199983873241221,Long term stays allowed,Long term stays
958199983873241221,Refrigerator,Refrigerator
958199983873241221,Fire extinguisher,Fire extinguisher
958199983873241221,Wifi,WiFi
958199983873241221,TV,TV
958199983873241221,Iron,Iron
958199983873241221,Free parking on premises,Parking
958199983873241221,Free dryer – In unit,Dryer
958199983873241221,Private patio or balcony,Patio
958199983873241221,Private gym in building,Gym
958199983873241221,Washer,Washer
958199983873241221,Microwave,Microwave
958199983873241221,Pets allowed,Pets allowed
958199983873241221,Kitchen,Kitchen
963920695464462572,Smart lock,Lock
963920695464462572,Carbon monoxide alarm,Carbon monoxide alarm
963920695464462572,Dedicated workspace,Workspace
963920695464462572,Gas stove,Oven
963920695464462572,Hangers,Hangers
963920695464462572,Central heating,Heating
963920695464462572,Bed linens,Other
963920695464462572,Smoke alarm,Smoke alarm
963920695464462572,Essentials,Essentials
963920695464462572,Coffee maker: Keurig coffee machine,Coffee maker
963920695464462572,Self check-in,Self check-in
963920695464462572,Long term stays allowed,Long term stays
963920695464462572,50 inch HDTV with Roku,TV
963920695464462572,Refrigerator,Refrigerator
963920695464462572,Wifi,WiFi
963920695464462572,Air conditioning,Air conditioning
963920695464462572,Iron,Iron
963920695464462572,Free dryer – In unit,Dryer
963920695464462572,Dishwasher,Washer
963920695464462572,Free street parking,Parking
963920695464462572,Microwave,Microwave
963920695464462572,Kitchen,Kitchen
965313684808466476,Exterior security cameras on property,Lock
965313684808466476,Carbon monoxide alarm,Carbon monoxide alarm
965313684808466476,Hangers,Hangers
965313684808466476,Hot water kettle,Other
965313684808466476,Central heating,Heating
965313684808466476,Electric stove,Oven
965313684808466476,Smoke alarm,Smoke alarm
965313684808466476,Essentials,Essentials
965313684808466476,Self check-in,Self check-in
965313684808466476,Coffee,Coffee maker
965313684808466476,Books and reading material,Books
965313684808466476,Long term stays allowed,Long term stays
965313684808466476,Refrigerator,Refrigerator
965313684808466476,Fire extinguisher,Fire extinguisher
965313684808466476,Wifi,WiFi
965313684808466476,Air conditioning,Air conditioning
965313684808466476,TV,TV
965313684808466476,Iron,Iron
965313684808466476,Free dryer – In unit,Dryer
965313684808466476,Dishwasher,Washer
965313684808466476,Private patio or balcony,Patio
965313684808466476,Free street parking,Parking
965313684808466476,Microwave,Microwave
965313684808466476,Pets allowed,Pets allowed
965313684808466476,Kitchen,Kitchen
966287799980701967,GE electric stove,Oven
966287799980701967,Window guards,Other
966287799980701967,Smart lock,Lock
966287799980701967,Carbon monoxide alarm,Carbon monoxide alarm
966287799980701967,Dedicated workspace,Workspace
966287799980701967,Hangers,Hangers
966287799980701967,Fast wifi – 549 Mbps,WiFi
966287799980701967,Smoke alarm,Smoke alarm
966287799980701967,Essentials,Essentials
966287799980701967,Shared backyard – Fully fenced,Garden
966287799980701967,Coffee maker: Keurig coffee machine,Coffee maker
966287799980701967,Self check-in,Self check-in
966287799980701967,Frigidaire refrigerator,Refrigerator
966287799980701967,Long term stays allowed,Long term stays
966287799980701967,Fire extinguisher,Fire extinguisher
966287799980701967,Air conditioning,Air conditioning
966287799980701967,Free washer – In building,Washer
966287799980701967,Free dryer – In building,Dryer
966287799980701967,Iron,Iron
966287799980701967,Free parking on premises,Parking
966287799980701967,Radiant heating,Heating
966287799980701967,First aid kit,First aid kit
966287799980701967,Microwave,Microwave
966287799980701967,65 inch HDTV with Roku,TV
966287799980701967,Kitchen,Kitchen
969886763377526954,Exterior security cameras on property,Lock
969886763377526954,Carbon monoxide alarm,Carbon monoxide alarm
969886763377526954,Dedicated workspace,Workspace
969886763377526954,Gas stove,Oven
969886763377526954,Hangers,Hangers
969886763377526954,Hot water kettle,Other
969886763377526954,Central heating,Heating
969886763377526954,Shared hot tub - available all year,Hot tub
969886763377526954,Head and Shoulders shampoo,Essentials
969886763377526954,Shared backyard – Fully fenced,Garden
969886763377526954,Smoke alarm,Smoke alarm
969886763377526954,BBQ grill,BBQ grill
969886763377526954,Self check-in,Self check-in
969886763377526954,Coffee,Coffee maker
969886763377526954,Long term stays allowed,Long term stays
969886763377526954,Refrigerator,Refrigerator
969886763377526954,Fire extinguisher,Fire extinguisher
969886763377526954,Wifi,WiFi
969886763377526954,Board games,Board games
969886763377526954,55 inch HDTV,TV
969886763377526954,Free washer – In building,Washer
969886763377526954,Central air conditioning,Air conditioning
969886763377526954,Free dryer – In building,Dryer
969886763377526954,Iron,Iron
969886763377526954,Free parking on premises,Parking
969886763377526954,First aid kit,First aid kit
969886763377526954,Microwave,Microwave
969886763377526954,Kitchen,Kitchen
980034348801186320,Kitchen,Kitchen
980034348801186320,Carbon monoxide alarm,Carbon monoxide alarm
980034348801186320,Dedicated workspace,Workspace
980034348801186320,Gas stove,Oven
980034348801186320,Hangers,Hangers
980034348801186320,Hot water kettle,Other
980034348801186320,Smoke alarm,Smoke alarm
980034348801186320,Essentials,Essentials
980034348801186320,Coffee maker: Keurig coffee machine,Coffee maker
980034348801186320,Self check-in,Self check-in
980034348801186320,Long term stays allowed,Long term stays
980034348801186320,Refrigerator,Refrigerator
980034348801186320,Fire extinguisher,Fire extinguisher
980034348801186320,Wifi,WiFi
980034348801186320,Air conditioning,Air conditioning
980034348801186320,Board games,Board games
980034348801186320,TV,TV
980034348801186320,Iron,Iron
980034348801186320,Free parking on premises,Parking
980034348801186320,Keypad,Lock
980034348801186320,Heating,Heating
980034348801186320,Backyard - Fully fenced,Garden
980034348801186320,Private patio or balcony,Patio
980034348801186320,First aid kit,First aid kit
980034348801186320,Microwave,Microwave
980034348801186320,Hair dryer,Dryer
983306819910081094,Bluetooth sound system,Sound system
983306819910081094,Exterior security cameras on property,Lock
983306819910081094,Kitchen,Kitchen
983306819910081094,Carbon monoxide alarm,Carbon monoxide alarm
983306819910081094,Dedicated workspace,Workspace
983306819910081094,Hangers,Hangers
983306819910081094,Single level home,Other
983306819910081094,Backyard,Garden
983306819910081094,Barbecue utensils,BBQ grill
983306819910081094,Electric stove,Oven
983306819910081094,Smoke alarm,Smoke alarm
983306819910081094,Essentials,Essentials
983306819910081094,Shared patio or balcony,Patio
983306819910081094,Self check-in,Self check-in
983306819910081094,Coffee,Coffee maker
983306819910081094,Books and reading material,Books
983306819910081094,Refrigerator,Refrigerator
983306819910081094,Fire extinguisher,Fire extinguisher
983306819910081094,Wifi,WiFi
983306819910081094,Air conditioning,Air conditioning
983306819910081094,Board games,Board games
983306819910081094,TV,TV
983306819910081094,Heating,Heating
983306819910081094,First aid kit,First aid kit
983306819910081094,Free street parking,Parking
983306819910081094,Washer,Washer
983306819910081094,Dryer,Dryer
983306819910081094,Microwave,Microwave
989010058281318863,Exterior security cameras on property,Lock
989010058281318863,Carbon monoxide alarm,Carbon monoxide alarm
989010058281318863,Dedicated workspace,Workspace
989010058281318863,Dryer – In unit,Dryer
989010058281318863,Central heating,Heating
989010058281318863,Hot water,Other
989010058281318863,Smoke alarm,Smoke alarm
989010058281318863,Essentials,Essentials
989010058281318863,Self check-in,Self check-in
989010058281318863,Fire extinguisher,Fire extinguisher
989010058281318863,Wifi,WiFi
989010058281318863,Air conditioning,Air conditioning
989010058281318863,TV,TV
989010058281318863,Washer – In unit,Washer
989010058281318863,First aid kit,First aid kit
989010058281318863,Kitchen,Kitchen
990935487146379699,Smart lock,Lock
990935487146379699,Carbon monoxide alarm,Carbon monoxide alarm
990935487146379699,Bed linens,Other
990935487146379699,Smoke alarm,Smoke alarm
990935487146379699,Shampoo,Essentials
990935487146379699,Self check-in,Self check-in
990935487146379699,Stove,Oven
990935487146379699,Coffee,Coffee maker
990935487146379699,Books and reading material,Books
990935487146379699,Refrigerator,Refrigerator
