EVENT_NAME,EVENT_TYPE,IMPACT,PLACE_ID,EVENT_DATE
AI Congress in Albany (USA),Conference,Low,TenBroeckSt_Albany_USA,2020-10-21 00:00:00
Marathon in Albany (USA),Sports,Medium,ParkAve_Albany_USA,2020-09-13 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,ParkAve_Albany_USA,2016-03-16 00:00:00
Triathlon in Schenectady (USA),Sports,High,PearlSt_Schenectady_USA,2023-11-04 00:00:00
Jazz Night in Albany (USA),Concert,Medium,StateSt_Albany_USA,2023-01-21 00:00:00
City Anniversary in Albany (USA),Holiday,Low,SouthSt_Albany_USA,2022-09-18 00:00:00
Football Match in Albany (USA),Sports,High,JaySt_Albany_USA,2020-08-16 00:00:00
Marathon in Albany (USA),Sports,High,CentralAve_Albany_USA,2014-11-16 00:00:00
Music Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2016-01-15 00:00:00
Marathon in Albany (USA),Sports,High,CentralAve_Albany_USA,2016-03-10 00:00:00
Heritage Day in Albany (USA),Holiday,Low,TenBroeckSt_Albany_USA,2021-06-04 00:00:00
Pop Music Live in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2019-12-20 00:00:00
Pop Music Live in Schenectady (USA),Concert,Low,WashingtonAve_Schenectady_USA,2014-09-07 00:00:00
Jazz Night in Schenectady (USA),Concert,High,WashingtonAve_Schenectady_USA,2025-06-16 00:00:00
Film Festival in Troy (USA),Festival,Low,PearlSt_Troy_USA,2015-09-12 00:00:00
Football Match in Albany (USA),Sports,Low,ClintonAve_Albany_USA,2021-06-12 00:00:00
Jazz Night in Albany (USA),Concert,Medium,ClintonAve_Albany_USA,2017-06-29 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,PearlSt_Albany_USA,2019-08-24 00:00:00
Football Match in Troy (USA),Sports,Medium,PearlSt_Troy_USA,2022-03-02 00:00:00
Music Festival in Troy (USA),Festival,Low,PearlSt_Troy_USA,2019-01-16 00:00:00
City Anniversary in Troy (USA),Holiday,Low,PearlSt_Troy_USA,2021-08-21 00:00:00
Marathon in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2023-12-23 00:00:00
Heritage Day in Albany (USA),Holiday,High,WesternAve_Albany_USA,2025-06-16 00:00:00
Food Festival in Albany (USA),Festival,Low,PearlSt_Albany_USA,2024-08-08 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,PearlSt_Albany_USA,2015-01-07 00:00:00
Tech Conference in Albany (USA),Conference,Low,ClintonAve_Albany_USA,2024-11-29 00:00:00
Tech Conference in Albany (USA),Conference,Low,ClintonAve_Albany_USA,2021-01-29 00:00:00
Local Holiday in Troy (USA),Holiday,Medium,Broadway_Troy_USA,2016-04-26 00:00:00
Classical Concert in Troy (USA),Concert,High,Broadway_Troy_USA,2023-11-09 00:00:00
Jazz Night in Troy (USA),Concert,Medium,TenBroeckSt_Troy_USA,2022-12-20 00:00:00
Marathon in Schenectady (USA),Sports,High,SouthSt_Schenectady_USA,2022-11-09 00:00:00
Tech Conference in Schenectady (USA),Conference,Low,SouthSt_Schenectady_USA,2019-05-26 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,JaySt_Albany_USA,2014-10-30 00:00:00
AI Congress in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2017-01-20 00:00:00
AI Congress in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2016-07-30 00:00:00
Pop Music Live in Schenectady (USA),Concert,Low,PearlSt_Schenectady_USA,2023-02-26 00:00:00
Jazz Night in Schenectady (USA),Concert,Low,PearlSt_Schenectady_USA,2022-06-29 00:00:00
Triathlon in Schenectady (USA),Sports,High,PearlSt_Schenectady_USA,2023-04-15 00:00:00
Triathlon in Albany (USA),Sports,Medium,PearlSt_Albany_USA,2018-07-17 00:00:00
Music Festival in Albany (USA),Festival,Low,PearlSt_Albany_USA,2025-01-26 00:00:00
Heritage Day in Schenectady (USA),Holiday,Medium,DelawareAve_Schenectady_USA,2015-08-23 00:00:00
City Anniversary in Troy (USA),Holiday,Low,SouthSt_Troy_USA,2014-10-16 00:00:00
Rock Concert in Schenectady (USA),Concert,High,TenBroeckSt_Schenectady_USA,2021-03-15 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,ClintonAve_Albany_USA,2019-02-19 00:00:00
Food Festival in Albany (USA),Festival,High,PearlSt_Albany_USA,2020-05-04 00:00:00
National Celebration in Albany (USA),Holiday,Low,CentralAve_Albany_USA,2017-07-06 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2016-02-18 00:00:00
AI Congress in Albany (USA),Conference,Medium,JaySt_Albany_USA,2019-12-05 00:00:00
Business Summit in Albany (USA),Conference,High,HudsonAve_Albany_USA,2021-07-04 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,CentralAve_Schenectady_USA,2015-09-12 00:00:00
Film Festival in Troy (USA),Festival,Medium,ClintonAve_Troy_USA,2023-12-08 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,DelawareAve_Albany_USA,2018-04-02 00:00:00
National Celebration in Albany (USA),Holiday,Medium,DelawareAve_Albany_USA,2018-02-03 00:00:00
Triathlon in Albany (USA),Sports,Medium,DelawareAve_Albany_USA,2016-06-27 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,DelawareAve_Albany_USA,2022-09-27 00:00:00
National Celebration in Albany (USA),Holiday,Medium,WashingtonAve_Albany_USA,2018-09-18 00:00:00
AI Congress in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2015-10-10 00:00:00
Football Match in Albany (USA),Sports,High,Broadway_Albany_USA,2023-02-08 00:00:00
Rock Concert in Albany (USA),Concert,High,Broadway_Albany_USA,2019-09-03 00:00:00
Triathlon in Albany (USA),Sports,Medium,CentralAve_Albany_USA,2023-10-26 00:00:00
Film Festival in Albany (USA),Festival,High,CentralAve_Albany_USA,2020-02-05 00:00:00
Business Summit in Albany (USA),Conference,Medium,MadisonAve_Albany_USA,2021-11-18 00:00:00
Triathlon in Albany (USA),Sports,Medium,MadisonAve_Albany_USA,2015-04-29 00:00:00
Pop Music Live in Troy (USA),Concert,High,Broadway_Troy_USA,2018-12-28 00:00:00
Pop Music Live in Albany (USA),Concert,High,Broadway_Albany_USA,2014-11-28 00:00:00
Tech Conference in Albany (USA),Conference,Low,Broadway_Albany_USA,2023-02-13 00:00:00
Business Summit in Albany (USA),Conference,High,PearlSt_Albany_USA,2021-05-14 00:00:00
Film Festival in Albany (USA),Festival,Medium,PearlSt_Albany_USA,2025-04-29 00:00:00
Music Festival in Albany (USA),Festival,Low,MadisonAve_Albany_USA,2017-05-25 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,StateSt_Schenectady_USA,2018-09-10 00:00:00
City Anniversary in Schenectady (USA),Holiday,High,StateSt_Schenectady_USA,2021-02-04 00:00:00
Classical Concert in Albany (USA),Concert,Medium,StateSt_Albany_USA,2014-10-09 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,StateSt_Albany_USA,2019-02-28 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Medium,SouthSt_Schenectady_USA,2018-05-06 00:00:00
National Celebration in Schenectady (USA),Holiday,High,SouthSt_Schenectady_USA,2019-11-30 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,NorthSt_Albany_USA,2022-08-05 00:00:00
Heritage Day in Schenectady (USA),Holiday,Low,WesternAve_Schenectady_USA,2017-11-11 00:00:00
Music Festival in Schenectady (USA),Festival,Low,WesternAve_Schenectady_USA,2024-01-08 00:00:00
Food Festival in Albany (USA),Festival,High,SouthSt_Albany_USA,2017-03-26 00:00:00
Football Match in Albany (USA),Sports,Medium,TenBroeckSt_Albany_USA,2020-10-10 00:00:00
City Anniversary in Albany (USA),Holiday,Low,TenBroeckSt_Albany_USA,2023-06-11 00:00:00
Football Match in Albany (USA),Sports,High,ParkAve_Albany_USA,2021-11-13 00:00:00
Local Holiday in Albany (USA),Holiday,High,DelawareAve_Albany_USA,2021-05-20 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2014-07-19 00:00:00
Football Match in Schenectady (USA),Sports,Medium,JaySt_Schenectady_USA,2022-12-07 00:00:00
Music Festival in Schenectady (USA),Festival,High,JaySt_Schenectady_USA,2016-08-04 00:00:00
Business Summit in Albany (USA),Conference,Medium,CentralAve_Albany_USA,2015-10-10 00:00:00
Heritage Day in Schenectady (USA),Holiday,High,DelawareAve_Schenectady_USA,2018-11-08 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,PearlSt_Albany_USA,2018-06-11 00:00:00
National Celebration in Albany (USA),Holiday,High,PearlSt_Albany_USA,2022-05-31 00:00:00
Rock Concert in Schenectady (USA),Concert,High,NorthSt_Schenectady_USA,2015-12-31 00:00:00
Food Festival in Troy (USA),Festival,Medium,NorthSt_Troy_USA,2015-10-23 00:00:00
Triathlon in Troy (USA),Sports,Medium,SouthSt_Troy_USA,2021-03-08 00:00:00
City Anniversary in Troy (USA),Holiday,Low,HudsonAve_Troy_USA,2019-12-15 00:00:00
Classical Concert in Troy (USA),Concert,High,HudsonAve_Troy_USA,2016-05-14 00:00:00
Business Summit in Schenectady (USA),Conference,Low,StateSt_Schenectady_USA,2018-01-09 00:00:00
Rock Concert in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2025-03-03 00:00:00
Football Match in Albany (USA),Sports,Medium,DelawareAve_Albany_USA,2025-04-21 00:00:00
Pop Music Live in Albany (USA),Concert,Medium,HudsonAve_Albany_USA,2022-03-05 00:00:00
City Anniversary in Albany (USA),Holiday,High,HudsonAve_Albany_USA,2023-12-01 00:00:00
National Celebration in Albany (USA),Holiday,Low,ClintonAve_Albany_USA,2020-11-01 00:00:00
Cultural Festival in Schenectady (USA),Festival,Low,DelawareAve_Schenectady_USA,2020-07-11 00:00:00
Triathlon in Albany (USA),Sports,High,PearlSt_Albany_USA,2022-10-28 00:00:00
Rock Concert in Troy (USA),Concert,High,PearlSt_Troy_USA,2015-10-11 00:00:00
Jazz Night in Albany (USA),Concert,High,PearlSt_Albany_USA,2023-09-21 00:00:00
National Celebration in Troy (USA),Holiday,Medium,MadisonAve_Troy_USA,2015-08-24 00:00:00
Basketball Tournament in Troy (USA),Sports,Low,MadisonAve_Troy_USA,2019-07-17 00:00:00
Tech Conference in Albany (USA),Conference,Medium,ClintonAve_Albany_USA,2024-03-14 00:00:00
Jazz Night in Albany (USA),Concert,High,NorthSt_Albany_USA,2021-05-04 00:00:00
National Celebration in Albany (USA),Holiday,High,NorthSt_Albany_USA,2016-01-22 00:00:00
Startup Meetup in Albany (USA),Conference,High,WesternAve_Albany_USA,2020-07-15 00:00:00
Basketball Tournament in Albany (USA),Sports,High,WesternAve_Albany_USA,2017-10-11 00:00:00
Jazz Night in Albany (USA),Concert,High,Broadway_Albany_USA,2025-07-19 00:00:00
Food Festival in Albany (USA),Festival,Medium,ParkAve_Albany_USA,2024-10-19 00:00:00
Cultural Festival in Albany (USA),Festival,High,ParkAve_Albany_USA,2015-12-02 00:00:00
Football Match in Schenectady (USA),Sports,Low,LarkSt_Schenectady_USA,2022-06-22 00:00:00
Business Summit in Schenectady (USA),Conference,High,LarkSt_Schenectady_USA,2018-11-25 00:00:00
Basketball Tournament in Troy (USA),Sports,High,JaySt_Troy_USA,2019-02-21 00:00:00
Local Holiday in Schenectady (USA),Holiday,High,SouthSt_Schenectady_USA,2023-05-29 00:00:00
Jazz Night in Albany (USA),Concert,High,TenBroeckSt_Albany_USA,2024-12-30 00:00:00
City Anniversary in Troy (USA),Holiday,Medium,TenBroeckSt_Troy_USA,2021-01-08 00:00:00
Film Festival in Schenectady (USA),Festival,High,PearlSt_Schenectady_USA,2021-12-11 00:00:00
Tech Conference in Schenectady (USA),Conference,High,PearlSt_Schenectady_USA,2018-12-16 00:00:00
Triathlon in Troy (USA),Sports,Medium,SouthSt_Troy_USA,2018-02-12 00:00:00
Business Summit in Albany (USA),Conference,High,Broadway_Albany_USA,2024-01-21 00:00:00
Tech Conference in Schenectady (USA),Conference,Low,MadisonAve_Schenectady_USA,2015-08-12 00:00:00
Local Holiday in Albany (USA),Holiday,Low,ParkAve_Albany_USA,2024-12-01 00:00:00
Triathlon in Albany (USA),Sports,Medium,ParkAve_Albany_USA,2014-07-03 00:00:00
Football Match in Schenectady (USA),Sports,High,TenBroeckSt_Schenectady_USA,2017-11-18 00:00:00
Cultural Festival in Albany (USA),Festival,Medium,ParkAve_Albany_USA,2015-06-03 00:00:00
Marathon in Albany (USA),Sports,Medium,NorthSt_Albany_USA,2021-07-06 00:00:00
Triathlon in Albany (USA),Sports,High,CentralAve_Albany_USA,2015-07-09 00:00:00
Music Festival in Schenectady (USA),Festival,Low,MadisonAve_Schenectady_USA,2019-11-05 00:00:00
Food Festival in Schenectady (USA),Festival,High,MadisonAve_Schenectady_USA,2017-01-12 00:00:00
Local Holiday in Schenectady (USA),Holiday,Low,ParkAve_Schenectady_USA,2022-04-19 00:00:00
Tech Conference in Schenectady (USA),Conference,Medium,ParkAve_Schenectady_USA,2022-04-12 00:00:00
Food Festival in Troy (USA),Festival,Medium,StateSt_Troy_USA,2015-07-01 00:00:00
Music Festival in Albany (USA),Festival,Medium,DelawareAve_Albany_USA,2018-08-14 00:00:00
Business Summit in Albany (USA),Conference,Medium,DelawareAve_Albany_USA,2023-03-04 00:00:00
Marathon in Albany (USA),Sports,High,StateSt_Albany_USA,2020-10-24 00:00:00
Food Festival in Albany (USA),Festival,Medium,StateSt_Albany_USA,2018-06-08 00:00:00
Football Match in Albany (USA),Sports,Medium,StateSt_Albany_USA,2021-05-28 00:00:00
National Celebration in Albany (USA),Holiday,Low,StateSt_Albany_USA,2024-07-20 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,JaySt_Albany_USA,2018-01-09 00:00:00
Football Match in Albany (USA),Sports,Medium,JaySt_Albany_USA,2021-09-22 00:00:00
Jazz Night in Albany (USA),Concert,High,LarkSt_Albany_USA,2014-10-18 00:00:00
Business Summit in Albany (USA),Conference,High,LarkSt_Albany_USA,2021-04-20 00:00:00
Triathlon in Albany (USA),Sports,Medium,Broadway_Albany_USA,2021-09-28 00:00:00
Food Festival in Albany (USA),Festival,Medium,Broadway_Albany_USA,2018-10-28 00:00:00
Rock Concert in Schenectady (USA),Concert,High,NorthSt_Schenectady_USA,2024-06-18 00:00:00
Business Summit in Albany (USA),Conference,Medium,ParkAve_Albany_USA,2024-02-24 00:00:00
Heritage Day in Albany (USA),Holiday,High,PearlSt_Albany_USA,2022-02-26 00:00:00
Triathlon in Albany (USA),Sports,Low,PearlSt_Albany_USA,2014-09-07 00:00:00
Music Festival in Troy (USA),Festival,Medium,MadisonAve_Troy_USA,2016-11-30 00:00:00
Music Festival in Troy (USA),Festival,Medium,MadisonAve_Troy_USA,2020-03-06 00:00:00
Pop Music Live in Troy (USA),Concert,Medium,CentralAve_Troy_USA,2022-05-14 00:00:00
Food Festival in Albany (USA),Festival,Medium,HudsonAve_Albany_USA,2015-06-08 00:00:00
Food Festival in Albany (USA),Festival,Low,ClintonAve_Albany_USA,2020-07-06 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,CentralAve_Albany_USA,2022-05-01 00:00:00
Marathon in Schenectady (USA),Sports,Low,SouthSt_Schenectady_USA,2015-06-19 00:00:00
Film Festival in Albany (USA),Festival,High,HudsonAve_Albany_USA,2021-04-28 00:00:00
Marathon in Troy (USA),Sports,Low,ParkAve_Troy_USA,2022-06-08 00:00:00
Food Festival in Albany (USA),Festival,Medium,MadisonAve_Albany_USA,2025-03-08 00:00:00
Startup Meetup in Albany (USA),Conference,Low,MadisonAve_Albany_USA,2018-09-01 00:00:00
Tech Conference in Troy (USA),Conference,Low,LarkSt_Troy_USA,2018-04-03 00:00:00
Heritage Day in Troy (USA),Holiday,High,LarkSt_Troy_USA,2015-03-19 00:00:00
Rock Concert in Albany (USA),Concert,Medium,JaySt_Albany_USA,2019-08-08 00:00:00
Tech Conference in Schenectady (USA),Conference,Medium,ParkAve_Schenectady_USA,2024-02-18 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,ParkAve_Schenectady_USA,2016-04-05 00:00:00
Music Festival in Troy (USA),Festival,Low,ClintonAve_Troy_USA,2022-10-21 00:00:00
Music Festival in Albany (USA),Festival,Low,WashingtonAve_Albany_USA,2017-03-28 00:00:00
Film Festival in Albany (USA),Festival,Medium,WashingtonAve_Albany_USA,2018-10-16 00:00:00
National Celebration in Albany (USA),Holiday,Medium,StateSt_Albany_USA,2017-04-12 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,StateSt_Albany_USA,2023-10-05 00:00:00
Tech Conference in Albany (USA),Conference,High,MadisonAve_Albany_USA,2022-01-17 00:00:00
Food Festival in Albany (USA),Festival,Low,MadisonAve_Albany_USA,2023-07-08 00:00:00
Film Festival in Albany (USA),Festival,Low,MadisonAve_Albany_USA,2024-05-01 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,MadisonAve_Albany_USA,2018-03-02 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,NorthSt_Albany_USA,2016-09-29 00:00:00
Startup Meetup in Albany (USA),Conference,High,NorthSt_Albany_USA,2021-06-24 00:00:00
AI Congress in Albany (USA),Conference,Low,HudsonAve_Albany_USA,2022-09-17 00:00:00
Football Match in Albany (USA),Sports,Low,Broadway_Albany_USA,2024-12-14 00:00:00
Local Holiday in Albany (USA),Holiday,Low,Broadway_Albany_USA,2020-07-27 00:00:00
Cultural Festival in Albany (USA),Festival,Low,ParkAve_Albany_USA,2023-01-03 00:00:00
Heritage Day in Troy (USA),Holiday,Low,WashingtonAve_Troy_USA,2016-10-18 00:00:00
Classical Concert in Troy (USA),Concert,Medium,WashingtonAve_Troy_USA,2020-01-06 00:00:00
Tech Conference in Albany (USA),Conference,Low,PearlSt_Albany_USA,2024-10-29 00:00:00
Triathlon in Albany (USA),Sports,High,PearlSt_Albany_USA,2024-07-16 00:00:00
Local Holiday in Schenectady (USA),Holiday,High,CentralAve_Schenectady_USA,2015-07-27 00:00:00
Triathlon in Schenectady (USA),Sports,Low,Broadway_Schenectady_USA,2021-02-18 00:00:00
Rock Concert in Schenectady (USA),Concert,Medium,Broadway_Schenectady_USA,2021-12-04 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,ParkAve_Albany_USA,2022-05-10 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,Broadway_Albany_USA,2017-07-18 00:00:00
Marathon in Albany (USA),Sports,Low,Broadway_Albany_USA,2016-01-09 00:00:00
Food Festival in Schenectady (USA),Festival,Low,MadisonAve_Schenectady_USA,2016-05-04 00:00:00
City Anniversary in Schenectady (USA),Holiday,Medium,MadisonAve_Schenectady_USA,2019-01-21 00:00:00
Business Summit in Albany (USA),Conference,Medium,StateSt_Albany_USA,2017-12-14 00:00:00
Heritage Day in Albany (USA),Holiday,Low,StateSt_Albany_USA,2015-07-06 00:00:00
Tech Conference in Schenectady (USA),Conference,Low,DelawareAve_Schenectady_USA,2023-11-14 00:00:00
Business Summit in Schenectady (USA),Conference,Low,DelawareAve_Schenectady_USA,2022-06-21 00:00:00
Local Holiday in Troy (USA),Holiday,High,ParkAve_Troy_USA,2017-11-06 00:00:00
Marathon in Albany (USA),Sports,Medium,MadisonAve_Albany_USA,2024-01-30 00:00:00
Classical Concert in Albany (USA),Concert,Low,PearlSt_Albany_USA,2019-09-05 00:00:00
Tech Conference in Albany (USA),Conference,High,CentralAve_Albany_USA,2021-01-25 00:00:00
Music Festival in Albany (USA),Festival,Low,NorthSt_Albany_USA,2016-09-17 00:00:00
National Celebration in Albany (USA),Holiday,Low,ParkAve_Albany_USA,2024-08-24 00:00:00
Tech Conference in Albany (USA),Conference,Low,ParkAve_Albany_USA,2025-01-23 00:00:00
Food Festival in Albany (USA),Festival,High,MadisonAve_Albany_USA,2019-05-10 00:00:00
City Anniversary in Schenectady (USA),Holiday,Low,TenBroeckSt_Schenectady_USA,2018-10-15 00:00:00
National Celebration in Schenectady (USA),Holiday,Medium,TenBroeckSt_Schenectady_USA,2016-11-26 00:00:00
AI Congress in Albany (USA),Conference,Low,ClintonAve_Albany_USA,2014-11-19 00:00:00
Classical Concert in Albany (USA),Concert,High,Broadway_Albany_USA,2017-10-21 00:00:00
City Anniversary in Albany (USA),Holiday,High,Broadway_Albany_USA,2019-11-14 00:00:00
National Celebration in Albany (USA),Holiday,Medium,LarkSt_Albany_USA,2016-09-24 00:00:00
Classical Concert in Troy (USA),Concert,High,ClintonAve_Troy_USA,2025-08-23 00:00:00
Rock Concert in Troy (USA),Concert,Medium,ClintonAve_Troy_USA,2023-04-07 00:00:00
AI Congress in Albany (USA),Conference,High,SouthSt_Albany_USA,2023-04-05 00:00:00
Heritage Day in Albany (USA),Holiday,High,SouthSt_Albany_USA,2020-02-17 00:00:00
Heritage Day in Schenectady (USA),Holiday,Low,StateSt_Schenectady_USA,2014-10-15 00:00:00
Classical Concert in Schenectady (USA),Concert,Low,DelawareAve_Schenectady_USA,2024-07-17 00:00:00
Film Festival in Albany (USA),Festival,High,TenBroeckSt_Albany_USA,2018-07-04 00:00:00
Football Match in Albany (USA),Sports,Low,JaySt_Albany_USA,2017-04-11 00:00:00
Basketball Tournament in Albany (USA),Sports,High,JaySt_Albany_USA,2023-08-26 00:00:00
Food Festival in Troy (USA),Festival,High,LarkSt_Troy_USA,2023-12-28 00:00:00
Heritage Day in Troy (USA),Holiday,Low,LarkSt_Troy_USA,2016-06-21 00:00:00
Startup Meetup in Albany (USA),Conference,High,JaySt_Albany_USA,2014-10-24 00:00:00
Business Summit in Albany (USA),Conference,High,JaySt_Albany_USA,2025-02-17 00:00:00
Jazz Night in Albany (USA),Concert,Low,LarkSt_Albany_USA,2019-12-30 00:00:00
Marathon in Albany (USA),Sports,High,CentralAve_Albany_USA,2019-11-09 00:00:00
Cultural Festival in Albany (USA),Festival,High,CentralAve_Albany_USA,2016-10-03 00:00:00
Basketball Tournament in Schenectady (USA),Sports,Low,CentralAve_Schenectady_USA,2014-09-28 00:00:00
Marathon in Albany (USA),Sports,High,WashingtonAve_Albany_USA,2024-02-24 00:00:00
Tech Conference in Albany (USA),Conference,Medium,WashingtonAve_Albany_USA,2022-05-25 00:00:00
Local Holiday in Troy (USA),Holiday,Medium,StateSt_Troy_USA,2017-11-18 00:00:00
Business Summit in Troy (USA),Conference,Low,StateSt_Troy_USA,2022-09-16 00:00:00
Heritage Day in Troy (USA),Holiday,Low,SouthSt_Troy_USA,2022-06-05 00:00:00
Jazz Night in Schenectady (USA),Concert,Low,ClintonAve_Schenectady_USA,2021-12-17 00:00:00
Classical Concert in Schenectady (USA),Concert,Medium,ClintonAve_Schenectady_USA,2017-12-08 00:00:00
Business Summit in Troy (USA),Conference,Low,MadisonAve_Troy_USA,2022-09-02 00:00:00
Film Festival in Troy (USA),Festival,High,MadisonAve_Troy_USA,2014-11-10 00:00:00
Business Summit in Albany (USA),Conference,High,JaySt_Albany_USA,2020-11-02 00:00:00
Film Festival in Albany (USA),Festival,Low,JaySt_Albany_USA,2018-03-18 00:00:00
Food Festival in Albany (USA),Festival,Medium,CentralAve_Albany_USA,2025-07-06 00:00:00
Business Summit in Albany (USA),Conference,High,CentralAve_Albany_USA,2024-06-04 00:00:00
AI Congress in Albany (USA),Conference,Low,MadisonAve_Albany_USA,2017-06-21 00:00:00
Football Match in Albany (USA),Sports,High,MadisonAve_Albany_USA,2015-04-04 00:00:00
Tech Conference in Albany (USA),Conference,High,JaySt_Albany_USA,2014-07-06 00:00:00
City Anniversary in Troy (USA),Holiday,Low,MadisonAve_Troy_USA,2024-06-01 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,SouthSt_Albany_USA,2020-08-14 00:00:00
Film Festival in Albany (USA),Festival,High,ParkAve_Albany_USA,2021-10-18 00:00:00
Football Match in Albany (USA),Sports,Medium,DelawareAve_Albany_USA,2015-04-28 00:00:00
Cultural Festival in Albany (USA),Festival,Low,DelawareAve_Albany_USA,2018-01-26 00:00:00
Music Festival in Schenectady (USA),Festival,Medium,CentralAve_Schenectady_USA,2016-05-27 00:00:00
Marathon in Albany (USA),Sports,High,ClintonAve_Albany_USA,2025-01-21 00:00:00
Pop Music Live in Schenectady (USA),Concert,High,ClintonAve_Schenectady_USA,2014-11-04 00:00:00
Triathlon in Albany (USA),Sports,Low,CentralAve_Albany_USA,2015-02-05 00:00:00
Football Match in Schenectady (USA),Sports,Medium,LarkSt_Schenectady_USA,2022-04-25 00:00:00
Jazz Night in Schenectady (USA),Concert,High,Broadway_Schenectady_USA,2017-08-27 00:00:00
Business Summit in Schenectady (USA),Conference,Low,Broadway_Schenectady_USA,2015-01-20 00:00:00
Pop Music Live in Albany (USA),Concert,Low,ClintonAve_Albany_USA,2015-02-09 00:00:00
Film Festival in Albany (USA),Festival,Low,StateSt_Albany_USA,2017-10-19 00:00:00
Pop Music Live in Troy (USA),Concert,Low,CentralAve_Troy_USA,2015-08-02 00:00:00
Food Festival in Troy (USA),Festival,Low,CentralAve_Troy_USA,2021-08-27 00:00:00
Film Festival in Albany (USA),Festival,Low,Broadway_Albany_USA,2017-12-15 00:00:00
City Anniversary in Albany (USA),Holiday,High,PearlSt_Albany_USA,2017-06-20 00:00:00
Pop Music Live in Albany (USA),Concert,Low,SouthSt_Albany_USA,2018-08-28 00:00:00
Heritage Day in Albany (USA),Holiday,Low,SouthSt_Albany_USA,2019-06-30 00:00:00
City Anniversary in Albany (USA),Holiday,Medium,WesternAve_Albany_USA,2017-01-12 00:00:00
Rock Concert in Troy (USA),Concert,Low,CentralAve_Troy_USA,2022-12-07 00:00:00
Music Festival in Troy (USA),Festival,High,DelawareAve_Troy_USA,2018-05-09 00:00:00
Pop Music Live in Troy (USA),Concert,High,DelawareAve_Troy_USA,2017-01-17 00:00:00
Film Festival in Schenectady (USA),Festival,High,DelawareAve_Schenectady_USA,2019-03-11 00:00:00
Pop Music Live in Schenectady (USA),Concert,High,DelawareAve_Schenectady_USA,2024-05-20 00:00:00
Tech Conference in Albany (USA),Conference,Medium,NorthSt_Albany_USA,2024-08-14 00:00:00
Food Festival in Albany (USA),Festival,Low,LarkSt_Albany_USA,2025-02-21 00:00:00
National Celebration in Albany (USA),Holiday,Low,LarkSt_Albany_USA,2025-05-25 00:00:00
Film Festival in Albany (USA),Festival,Low,TenBroeckSt_Albany_USA,2025-09-05 00:00:00
Basketball Tournament in Albany (USA),Sports,Medium,WesternAve_Albany_USA,2024-09-16 00:00:00
Music Festival in Albany (USA),Festival,Medium,WesternAve_Albany_USA,2020-09-25 00:00:00
Jazz Night in Albany (USA),Concert,Medium,MadisonAve_Albany_USA,2020-04-28 00:00:00
Film Festival in Troy (USA),Festival,Low,CentralAve_Troy_USA,2019-02-22 00:00:00
Rock Concert in Schenectady (USA),Concert,Low,SouthSt_Schenectady_USA,2020-10-21 00:00:00
Cultural Festival in Schenectady (USA),Festival,High,SouthSt_Schenectady_USA,2024-05-14 00:00:00
Heritage Day in Albany (USA),Holiday,Medium,MadisonAve_Albany_USA,2021-11-03 00:00:00
Pop Music Live in Albany (USA),Concert,Low,DelawareAve_Albany_USA,2016-06-05 00:00:00
National Celebration in Schenectady (USA),Holiday,High,ParkAve_Schenectady_USA,2021-04-28 00:00:00
Local Holiday in Albany (USA),Holiday,Medium,WashingtonAve_Albany_USA,2024-06-21 00:00:00
Business Summit in Albany (USA),Conference,Low,WashingtonAve_Albany_USA,2022-11-10 00:00:00
Startup Meetup in Albany (USA),Conference,Low,WesternAve_Albany_USA,2018-04-14 00:00:00
Startup Meetup in Albany (USA),Conference,Medium,StateSt_Albany_USA,2024-02-14 00:00:00
